"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005073",3.3100900993921,1.782398516417,1.52211584178374,1.17100056874005,0.241598548543054,NA
"ENSG00000005075",279.764907496618,-0.306603904668273,0.211617526805544,-1.44885874670491,0.147377033806002,0.307274292474689
"ENSG00000005100",1034.87156713643,0.333823472247606,0.128956604404264,2.58864967629815,0.00963530628028589,0.038072034949127
"ENSG00000005108",29.6208519037494,3.95927670279103,0.618931301555787,6.39695664581631,1.58504307044837e-10,4.0661753903763e-09
"ENSG00000005156",1332.96550850251,-0.13985050919522,0.127698276973165,-1.09516363501607,0.27344495410045,0.471009460571368
"ENSG00000005175",2818.14412452312,-0.0791174459535745,0.119894795302015,-0.659890579522467,0.509324050019346,0.69407525368697
"ENSG00000005187",670.637646033939,-0.881809841602795,0.153670455351923,-5.73831735959491,9.56218076517392e-09,1.92461591400942e-07
"ENSG00000005189",395.77923152557,0.221534280068553,0.174565995068351,1.26905747010929,0.204420567504438,0.385999172224837
"ENSG00000005194",657.908904547249,-0.0678691541897691,0.150450500391965,-0.451106204452302,0.651913006171097,0.802594374874668
"ENSG00000005206",501.364037664741,0.365024247363496,0.171098356568942,2.13341761243869,0.0328904835280002,0.101714879016892
"ENSG00000005238",639.366326152226,0.395897879387386,0.183008729530282,2.16327319687708,0.0305201733374298,0.0960164866399686
"ENSG00000005243",1.21112370279336,-1.97777116743225,2.58983407164262,-0.763667135701027,0.445065630196761,NA
"ENSG00000005249",680.722468013313,0.369946690595254,0.156724041341992,2.36049739036517,0.0182504467256067,0.0636521872826872
"ENSG00000005302",1085.21864883618,0.703714345544209,0.1322234991893,5.32215793606192,1.02543482290118e-07,1.67396838587856e-06
"ENSG00000005339",2239.86322856317,0.64425534530827,0.111417649507187,5.78234550951202,7.36662113103551e-09,1.52181551667974e-07
"ENSG00000005379",100.589981948416,0.431502805325468,0.299610729725792,1.44021145611302,0.149807583027669,0.310838135998155
"ENSG00000005436",769.004055949153,0.0429050650544635,0.147265451298761,0.291345082475733,0.770787411293287,0.878213554904889
"ENSG00000005448",232.976631166683,0.310684406971145,0.216041576911655,1.4380769267306,0.15041222851833,0.311730494891056
"ENSG00000005469",601.067992206481,-0.0685279568391889,0.15025109196997,-0.456089576060355,0.648325565676168,0.800256046326606
"ENSG00000005483",5104.38253525945,1.01855102464259,0.113205550309478,8.99735942149571,2.31211608252863e-19,1.41187996985325e-17
"ENSG00000005486",579.897502559316,0.792471801974548,0.162770068781326,4.86865802728877,1.12358652190898e-06,1.4915466179564e-05
"ENSG00000005513",141.081205446532,-1.11485779152102,0.2579790367737,-4.3215053651781,1.5496828302029e-05,0.000158703732252843
"ENSG00000005700",2505.7344089947,-0.213805348651476,0.118175917703949,-1.80921250966797,0.0704179949102388,0.180210313501884
"ENSG00000005801",999.01730512496,0.00609762639799138,0.141932905949745,0.042961329912814,0.965732359634589,0.98353136174002
"ENSG00000005810",3756.26717206006,-0.0715389076720088,0.122325778415066,-0.584822828016417,0.558666853143673,0.731224587726155
"ENSG00000005812",1565.7878578721,0.428270763402327,0.140182844882227,3.05508683150306,0.00224995371419585,0.011436418230114
"ENSG00000005844",7.71899363851147,0.807358951229161,1.07190914555997,0.753197185203033,0.451331430568448,NA
"ENSG00000005882",735.470583725991,-0.000866774717253589,0.141733190469477,-0.00611553803581563,0.9951205370354,0.997774299036218
"ENSG00000005884",287.698680449115,0.632647424361367,0.210340396273094,3.00773144660227,0.00263205617121863,0.0130508835310577
"ENSG00000005889",1043.88849926924,0.925291039730854,0.151330160948161,6.11438614704055,9.69293416811284e-10,2.22999381997937e-08
"ENSG00000005893",3472.74997091528,-0.00549293077778968,0.12911519665282,-0.0425428680758602,0.966065938883413,0.983765839240619
"ENSG00000005961",4.69207189981193,1.21687783893603,1.26509628863253,0.961885549637788,0.336107098068476,NA
"ENSG00000006007",3166.18766492605,1.70049701196591,0.119449526680474,14.2361134382284,5.46849426009492e-46,1.21616611853518e-43
"ENSG00000006015",277.41385577721,-0.760280583441252,0.233582746489743,-3.25486618710787,0.00113445804091758,0.00640430183299569
"ENSG00000006016",11.9549882714052,0.953311822412652,0.813831450737776,1.17138729591788,0.241443136409608,0.432771806893798
"ENSG00000006025",25.0267507593085,2.78347463899896,0.704697548728739,3.94988551332454,7.81885830160872e-05,0.000654829492333746
"ENSG00000006042",570.773682091242,-0.402104547384663,0.162528350880056,-2.47405788102416,0.0133588051810875,0.0495767442381768
"ENSG00000006047",89.3932703580417,0.444548593966666,0.301942467475025,1.47229569157388,0.140941046253124,0.297645018429516
"ENSG00000006062",150.169187266838,-0.499778502310536,0.245994173551627,-2.03166804764036,0.0421872727275702,0.123311165783204
"ENSG00000006071",145.826996652135,-0.163112954038148,0.256200393143326,-0.636661607099477,0.524345286685772,0.704883022569865
"ENSG00000006118",1203.43065953861,0.269934548149385,0.386475633501434,0.698451660985201,0.484894778152142,0.671243720405186
"ENSG00000006125",6064.15441597341,-0.0441683563788718,0.1078379183978,-0.40958094365231,0.68211337831293,0.82299770275599
"ENSG00000006194",824.803951947979,-0.0108451356712096,0.142979632481005,-0.0758509130498039,0.939537710002731,0.969943454203509
"ENSG00000006282",2312.23290971738,0.0810409378270824,0.121742143553503,0.665676941949578,0.505617614821495,0.690852223406736
"ENSG00000006283",14.0388246128869,2.05068108836681,0.769997493939528,2.66323086049922,0.00773942961476524,0.0318378819548712
"ENSG00000006327",216.722953285981,0.982177958249961,0.22663470342294,4.33374917175435,1.46591188918067e-05,0.000151069432332384
"ENSG00000006432",420.775184179027,0.620952428932079,0.166006300739427,3.74053530598673,0.000183628748672729,0.00136972599527559
"ENSG00000006451",1512.71315949475,-0.124034599229626,0.120671758157745,-1.02786767279453,0.304012077927693,0.505520516156348
"ENSG00000006453",1339.83890875663,-0.063712510668864,0.123678297918491,-0.515147052806734,0.606450264745783,0.77047711891745
"ENSG00000006459",673.435019328856,1.07628066326885,0.175276485578664,6.14047377613476,8.2275717239068e-10,1.90748361691708e-08
"ENSG00000006468",6929.88049830782,0.598099654562566,0.121838988118208,4.90893484754066,9.15723916326261e-07,1.23749817169552e-05
"ENSG00000006530",1504.79037873108,-0.379640308822859,0.121913782414639,-3.11400648313636,0.00184565434315727,0.00969035772009182
"ENSG00000006534",79.179720137336,-0.173769490499986,0.343847365418894,-0.505368102176064,0.61330031838918,0.775173136796676
"ENSG00000006555",0.605561851396678,-1.93108317348561,3.52905828184007,-0.54719503597394,0.584244746188876,NA
"ENSG00000006576",1039.85381104552,0.460642731687751,0.155127358394452,2.96944869335327,0.0029833462709201,0.0144896197693056
"ENSG00000006606",12.5526470600778,4.05840384588408,0.95885821497302,4.2325380150164,2.31068840547767e-05,0.000224877044496352
"ENSG00000006607",1330.54545300516,0.477293452902272,0.125733397249742,3.7960753733094,0.00014700482028334,0.00112975462140959
"ENSG00000006625",1993.44003544103,-1.10238672980675,0.115171405515703,-9.5717051022395,1.05156860402571e-21,7.63828904553194e-20
"ENSG00000006634",1282.82843140795,-0.245667967838222,0.142419730958104,-1.72495739309106,0.0845351512086528,0.206171649293656
"ENSG00000006638",1.55906609602923,1.14375403583519,2.13201411607258,0.536466446076874,0.591636219751274,NA
"ENSG00000006652",506.498737112187,0.215339478515001,0.170956990006097,1.25961201415234,0.207809359373268,0.39018947256098
"ENSG00000006695",418.049153685508,-0.512201758133836,0.167892362846431,-3.05077461207893,0.0022825184538109,0.0115790727758236
"ENSG00000006704",554.896198435456,0.83734339575469,0.153474329498125,5.45591825351432,4.87204047249069e-08,8.55408743386426e-07
"ENSG00000006712",3085.85256841254,0.149528559453454,0.107817242654948,1.38687055772699,0.165481237097901,0.333100925822463
"ENSG00000006715",1094.8675813672,-0.18460705431361,0.128552591468643,-1.4360430404753,0.150990094390152,0.312564417414871
"ENSG00000006740",453.878752936863,0.50710182091466,0.171611637186853,2.95493842508198,0.00312731460081485,0.0150790806260917
"ENSG00000006744",1596.51342366068,-0.323141350608965,0.11722997142611,-2.75647384945957,0.00584282845418221,0.0252480515190986
"ENSG00000006747",33.3125305501259,-0.315262632792012,0.486854831018302,-0.647549562428314,0.517276328471983,0.699250771506402
"ENSG00000006756",655.23894080133,-0.153588728879301,0.143694271224779,-1.06885770441776,0.285133792891364,0.483835733340715
"ENSG00000006757",751.239121342735,-0.60337755776945,0.14985732669527,-4.02634673309232,5.66501354224105e-05,0.000493451165333756
"ENSG00000006788",6.1043141647671,0.698740601681078,1.12357946587067,0.62188801318082,0.534015507590702,NA
"ENSG00000006831",996.80059054402,0.132276727873799,0.129534767694165,1.02116775463795,0.307174966699258,0.50872941529102
"ENSG00000006837",31.5342390326432,-0.0357618567666272,0.5008937789559,-0.071396088889688,0.943082522281956,0.971448339226164
"ENSG00000007047",250.705868672682,0.560997409054944,0.206050712524974,2.72261814667081,0.00647668704283744,0.0274649341783601
"ENSG00000007080",1424.78815125445,-0.326910729008026,0.154653467588384,-2.11382734642659,0.0345300163928033,0.105606742835307
"ENSG00000007168",2907.84258621044,0.306917941572551,0.121546632305184,2.52510444552613,0.011566390792011,0.0441247276000184
"ENSG00000007171",0.229092550489714,0.115034677804922,4.9847190217643,0.023077464808479,0.981588481376529,NA
"ENSG00000007174",46.067475855103,0.50411634701538,0.414569382634363,1.21599994628642,0.223984942471797,0.410518470612173
"ENSG00000007202",6788.39157002987,0.282330047741359,0.103326842057078,2.73239791442962,0.00628751529964562,0.02679519768342
"ENSG00000007237",6.75018069661563,1.6229573330274,1.07093451136221,1.51545899007684,0.129656208276967,NA
"ENSG00000007255",107.372864075049,-0.555575671331693,0.313509073528495,-1.77211991053011,0.0763746545058907,0.191297695532413
"ENSG00000007264",4.05363186544493,-0.0883290313687658,1.34677672002584,-0.0655855050472441,0.947707829561519,NA
"ENSG00000007341",598.944830430139,-0.561830476296501,0.15294305919595,-3.6734617396183,0.000239286520226567,0.00171664969150194
"ENSG00000007350",4.68890066155139,1.28747115941149,1.27122208392512,1.0127822476433,0.311164181936318,NA
"ENSG00000007372",0.566732729150258,-0.434812830580526,3.88843497124257,-0.111822065637266,0.910964491401376,NA
"ENSG00000007376",371.073570528981,-0.00283503361366544,0.208725439968105,-0.013582597378157,0.989162988471928,0.995017984941552
"ENSG00000007384",746.677708690891,0.687782761509514,0.139466235972456,4.93153598585216,8.15855337642743e-07,1.12018430276649e-05
"ENSG00000007392",1711.35595343858,0.837743054256944,0.118954474105095,7.04255187170857,1.88750530860035e-12,6.33175430709995e-11
"ENSG00000007402",173.022854589015,-0.152454557125734,0.264326620298714,-0.576765809487695,0.564097669220717,0.735765361910216
"ENSG00000007516",133.000619813385,0.340825984948487,0.255265280797119,1.33518347612408,0.181816303615821,0.355386164641428
"ENSG00000007520",246.922214421276,-0.616501251545797,0.264492105871516,-2.33088715262178,0.0197593109002692,0.0680191527914101
"ENSG00000007541",359.03342981893,0.342373749844182,0.201929989258627,1.69550719584142,0.0899792463550565,0.215698666153818
"ENSG00000007545",242.41582238897,0.312394696741325,0.203948750420339,1.53173135945908,0.125588740505931,0.274686049156166
"ENSG00000007866",554.536454224687,0.648973680313785,0.155195045172082,4.18166494680416,2.89382199028243e-05,0.000273357678725473
"ENSG00000007923",1372.08561972688,0.0923046310228748,0.120760378547206,0.764361888670235,0.444651613669495,0.637485258223621
"ENSG00000007944",469.442063865675,0.414991855195006,0.162674537207772,2.55105600617119,0.0107397065951763,0.0415964469158258
"ENSG00000007952",20.6212471670384,-0.339236610288782,0.618059930990113,-0.548873326483623,0.583092384412529,0.751561692387471
"ENSG00000007968",159.467438096521,-0.169847710562561,0.258235128570017,-0.657725041140206,0.510714828540117,0.695142900251327
"ENSG00000008018",3997.00090601266,-0.324071216140851,0.128462029546127,-2.5227004219522,0.0116457565721485,0.0443523591735059
"ENSG00000008056",3.0758559723623,0.659915307601775,1.56835625689565,0.420768753719252,0.673923950328662,NA
"ENSG00000008083",914.522860410955,0.587201230198175,0.131429587760268,4.46780089784082,7.90278070049342e-06,8.67524019126681e-05
"ENSG00000008086",242.066585307289,0.214416134250726,0.208287141033167,1.02942569179815,0.303279681395061,0.504456477859505
"ENSG00000008118",1.08689430112704,-0.144048359048588,2.47558875423545,-0.0581875155161123,0.953599265048359,NA
"ENSG00000008128",41.2269822616873,0.506634665802473,0.442395308854567,1.14520804281183,0.252122987476298,0.445312628335918
"ENSG00000008130",998.200700180464,0.15448897797926,0.133894069983058,1.15381493742634,0.248576048796329,0.44099359296997
"ENSG00000008226",14.4099781656277,0.290496806567865,0.726389636643027,0.399918710171007,0.68921639098617,0.828067412997856
"ENSG00000008256",869.91571238895,-0.574675004200801,0.141479399791661,-4.06189879973376,4.86751787442515e-05,0.00043087698766533
"ENSG00000008277",496.53827929264,-0.553249018391973,0.158257448378033,-3.49587980889477,0.000472501477841223,0.00307168589744922
"ENSG00000008282",3094.0626915113,0.0183889789487158,0.14718575658375,0.124937217945083,0.900573253541571,0.950561378273615
"ENSG00000008283",2384.02044125767,-0.00218772691441575,0.121550470895832,-0.0179985062854312,0.985640045030402,0.993461721785488
"ENSG00000008294",1216.39550036603,0.164791483894493,0.131626393151292,1.25196383452581,0.210583042430027,0.394042061528462
"ENSG00000008300",313.609450392208,1.28850524445871,0.190102403858044,6.77795345197677,1.21890104411888e-11,3.65345813789641e-10
"ENSG00000008311",999.621458387022,-0.50329827529737,0.134702455829856,-3.73637044845784,0.000186695566284598,0.001389724764897
"ENSG00000008323",29.6325032565748,0.887534696000448,0.513767038721479,1.72750415871189,0.084077158948076,0.205406056764449
"ENSG00000008324",203.809471389456,0.0978211161267398,0.214003422525661,0.457100708821655,0.647598660833319,0.799961755211644
"ENSG00000008382",108.510902131463,-0.674596345494991,0.318072349806917,-2.12088962119624,0.0339310922829174,0.104270674920586
"ENSG00000008394",6763.03128192472,-1.00708726571216,0.101226838307468,-9.94881676194622,2.55199352708441e-23,2.1087895136192e-21
"ENSG00000008405",493.135671575848,0.766000978665549,0.155746176267409,4.91826507092131,8.73146251034721e-07,1.1861882779894e-05
"ENSG00000008441",15768.1049148591,0.0258058727686593,0.107861178238983,0.239250796162105,0.810911116481766,0.901434918377201
"ENSG00000008513",16166.6442254932,0.213015163741151,0.10008317398156,2.12838137787674,0.0333054758551001,0.102733705831126
"ENSG00000008516",15.9573809659672,0.490231855174545,0.699317886941953,0.70101432314034,0.483294076604977,0.67023421198999
"ENSG00000008517",295.724973531792,1.24458810389276,0.190803368628886,6.52288328469449,6.89685315060785e-11,1.8910184574589e-09
"ENSG00000008710",1052.7068850705,0.466632492778528,0.156026844248576,2.99071928952884,0.00278321213013981,0.0136315343426695
"ENSG00000008735",263.266670763862,-0.264429557391335,0.25374894117156,-1.04209127403827,0.297369363784435,0.498447168438896
"ENSG00000008838",1193.5042929985,0.20711241666342,0.133708074994494,1.54898959297671,0.121384221842108,0.2678034748639
"ENSG00000008853",241.441320956603,-0.278430577268588,0.203687101070581,-1.36695242754771,0.17164021727548,0.341197229815882
"ENSG00000008869",1044.67820483568,0.014508173229062,0.129665851892564,0.111888928482751,0.91091147526856,0.955930836220083
"ENSG00000008952",4676.41411592374,-0.216176089630401,0.103439054255615,-2.08988849700998,0.0366278171333107,0.110336705324324
"ENSG00000008988",5580.44198257346,-0.33597424012365,0.122939448864969,-2.73284322669015,0.00627902115675231,0.0267716655899967
"ENSG00000009307",22226.3131731151,0.0698690377693534,0.103788179227316,0.673188780162784,0.500827198239809,0.686346442962053
"ENSG00000009335",3120.1743200566,0.10695046959505,0.113583732476402,0.94160023854886,0.346397347570285,0.54784915005541
"ENSG00000009413",955.548409482586,0.658855553481204,0.144262965265953,4.56704568817496,4.94646227519814e-06,5.77482640475822e-05
"ENSG00000009694",472.864580263809,1.50251243774396,0.159872565797364,9.39818805215383,5.55107456633771e-21,3.80216947673032e-19
"ENSG00000009724",105.997212741502,0.27039486498532,0.280489839485628,0.964009482415404,0.335041171830403,0.536721946381793
"ENSG00000009765",280.260087102532,-0.0990576500219006,0.20863695578305,-0.474784774586651,0.634940386211655,0.790588364630209
"ENSG00000009780",299.548281965149,-0.10371341727546,0.18791578502849,-0.551914344288511,0.58100704015037,0.749624754424063
"ENSG00000009790",7.82535416326621,0.937522389025378,0.983730215903253,0.953027947977132,0.340575910496372,NA
"ENSG00000009830",639.009769994411,0.605346332831078,0.145404962674432,4.16317518808815,3.13852376547645e-05,0.000294159038040024
"ENSG00000009844",2216.86796799908,0.0999342332689745,0.122688155707574,0.814538556657148,0.41533649345002,0.612172386548583
"ENSG00000009950",138.232722637686,-0.119515760234543,0.261688577636341,-0.456709885139234,0.647879584767351,0.800133449704799
"ENSG00000009954",5105.62863217364,0.281193317694916,0.110387732850804,2.54732396827975,0.0108552604570478,0.0419482633493978
"ENSG00000010017",1700.56135707576,0.574751101536943,0.130512566532435,4.40379893528571,1.06371536657609e-05,0.000112716285961775
"ENSG00000010030",9.4382655600503,-1.9962523006633,0.947592362022632,-2.10665723012193,0.0351473020788593,0.10705856440361
"ENSG00000010072",399.752266661203,0.0277304980077969,0.171466541962773,0.161725417042688,0.87152208811828,0.935446517032873
"ENSG00000010165",656.552226124534,-0.602588873761414,0.149356225764292,-4.03457486072523,5.47012487045209e-05,0.000478343832118077
"ENSG00000010219",465.340429875675,0.158232963520381,0.158119853054421,1.00071534638931,0.316964445916068,0.518878863130194
"ENSG00000010244",4131.44861578429,-0.0165395227054681,0.10634789006269,-0.155522810050283,0.876409172898733,0.937904545703777
"ENSG00000010256",1796.72939986953,-0.090858485490127,0.153946825183973,-0.590193954188709,0.555060624939134,0.727931136987009
"ENSG00000010270",943.692456527648,-0.125064058376977,0.131038259438036,-0.954408726987978,0.339876790479088,0.541434427280712
"ENSG00000010278",19801.8634572683,0.301107877885609,0.127265816450232,2.36597608284986,0.0179826060797418,0.0629251487801998
"ENSG00000010292",1996.3746675294,-0.0112742122513363,0.136871612044838,-0.0823707128373919,0.934351924657996,0.967487241621292
"ENSG00000010295",6.07825082018369,0.973710176256754,1.18158246403656,0.824072974924099,0.409898094754117,NA
"ENSG00000010310",1.08689430112704,-0.144048359048588,2.47558875423545,-0.0581875155161123,0.953599265048359,NA
"ENSG00000010318",204.831779133106,-0.197139825996714,0.219552838923325,-0.897915175970745,0.369230773269109,0.569608902086986
"ENSG00000010319",180.481178901609,-0.0327589465830359,0.231147906613296,-0.141722878061106,0.88729890326271,0.943275446643521
"ENSG00000010322",2391.29360658338,0.140063821790756,0.118412049518938,1.1828510895621,0.236868168648692,0.426850997929298
"ENSG00000010327",5.20594913453671,1.24711261177186,1.19576843193022,1.04293822990356,0.296976902171066,NA
"ENSG00000010361",99.5466417215494,0.556422531313387,0.310730824210682,1.79068984458433,0.0733430802828262,0.18584924014838
"ENSG00000010379",5.46498721259864,-0.0201636882427944,1.14118951814443,-0.0176690093294762,0.985902903759699,NA
"ENSG00000010404",112.159360265073,0.481267228007517,0.745906069371982,0.645211572568006,0.518790087714944,0.700666114867071
"ENSG00000010438",0.68869627137027,-2.16743173539969,3.38577401623301,-0.64015841725053,0.522069613666696,NA
"ENSG00000010539",258.3769805152,0.11594324057903,0.209973082863451,0.552181446297239,0.580824044781366,0.749442328106262
"ENSG00000010610",7.76134921472023,0.454059737807948,0.979295865994015,0.463659404246605,0.642891786559015,NA
"ENSG00000010626",279.72407447645,-0.289030321935583,0.190968922938578,-1.51349401508928,0.130154220246669,0.28156576480407
"ENSG00000010671",3.52799411798739,-0.515471560279257,1.43052899616919,-0.360336324296563,0.718595638351518,NA
"ENSG00000010704",94.8526776605561,-0.232790961934774,0.319487432691572,-0.728638869997451,0.46622259510303,0.657110854251309
"ENSG00000010803",1293.94244281877,-0.0845582797044611,0.123205525146952,-0.686318893601606,0.492512037267219,0.678711126019865
"ENSG00000010810",98.6879840574701,1.07923186141987,0.321135198068393,3.36067758349561,0.000777515298096392,0.00463319900096209
