"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000003436",5024.41063219606,4932.69822128876,2605.27034568617,2220.45028186249,3689.38418754708,3365.31189394166,1808.65081950384,2038.43448791997
"ENSG00000003509",478.673957222923,453.248907919006,481.187324234097,476.3069924136,466.386695856414,576.203612092953,605.838918297855,596.208779963519
"ENSG00000003756",1997.43645490818,1811.06691291892,1548.05142506938,1606.50489692828,897.383615333479,731.743237443197,709.274831177977,832.693826764692
"ENSG00000003987",23.3228610247828,30.3773204243589,14.4677703277513,9.98638179171631,37.9176175493019,28.2799318818627,26.5978061691741,42.1898205560777
"ENSG00000003989",432.583541388233,445.051853201322,312.396670410333,274.84259452854,183.268484821626,113.119727527451,319.17367403009,353.062182548229
"ENSG00000004059",1577.06965024722,1576.72758393101,1269.4128854238,1737.63043175864,930.245550542874,1099.38235190741,1114.15254730874,1123.58153691449
"ENSG00000004139",202.131462214784,205.408547631379,278.63853964558,282.223833244157,41.7093793042321,42.4198978227941,109.346536473271,108.805326697253
"ENSG00000004142",2321.17997818076,2319.76648510461,2897.84081231403,3257.29722615025,1541.98311367161,1590.74616835478,1968.23765651889,1758.64936212703
"ENSG00000004399",143.269003437951,122.955820765262,45.5466843651428,39.0771461414986,197.17161125637,236.8444295106,200.961202167093,247.587631158035
"ENSG00000004455",4085.38782284112,4313.09732056969,4567.52867680562,4044.48462564511,4499.55728251716,4316.2246034693,3333.59170653649,3489.5422633619
"ENSG00000004478",4276.41316075839,4792.86611139885,6449.41050610423,6026.99850655714,3949.75182805228,3609.22630642273,4107.88339723912,3771.54790602621
"ENSG00000004487",2631.59615229632,2746.97768980274,2021.73694246687,1810.14024737675,2315.50251167737,2198.76470381483,2172.15417048255,2220.51687137251
"ENSG00000004534",4310.84214608068,4078.75799158178,2623.48901943223,2533.50164150716,697.684162907155,611.553526945281,653.123907043054,627.296016162734
"ENSG00000004660",275.431882578387,324.506930882437,338.652994338474,313.051359644672,127.65597908265,226.239455054902,336.905544809539,259.800473950584
"ENSG00000004700",731.893591206279,758.468651230421,861.636099519408,705.125392597708,2994.22786580987,2919.90296680232,1938.68453855314,2059.529398198
"ENSG00000004766",388.159044198171,423.835946873198,612.468943874803,469.79413472335,1217.15552333259,1071.10242002555,1096.42067652929,1176.87394182743
"ENSG00000004776",16.6591864462734,15.4297500568172,11.2527102549176,12.5915248678162,7.58352350986038,0,0,5.55129217843128
"ENSG00000004777",687.469094016216,560.774978627451,361.694258193781,395.981747567186,40.4454587192554,81.3048041603553,79.7934185075224,71.0565398839204
"ENSG00000004779",1276.09368178454,1399.28545827761,1567.87762885186,1839.23101172654,1086.97170307999,1074.63741151078,883.638227175896,940.388895026258
"ENSG00000004799",0,0,1.07168669094454,0.434190512683318,61.9321086638598,53.0248722784926,67.9721713212228,73.2770567552929
"ENSG00000004809",3.88714350413046,4.82179689275538,6.43012014566723,6.07866717756645,2.52784116995346,0,2.9553117965749,3.33077530705877
"ENSG00000004838",42.2032723305593,31.8238594921855,39.1165642194756,39.0771461414986,11.3752852647906,0,5.91062359314981,8.88206748549004
"ENSG00000004846",4.44244971900624,8.19705471768415,21.969577164363,19.5385730707493,3.79176175493019,3.53499148523284,0,8.88206748549004
"ENSG00000004848",21.6569423801554,20.7337266388481,24.1129505462521,34.3010505019821,3.79176175493019,3.53499148523284,5.91062359314981,6.66155061411753
"ENSG00000004864",705.238892892241,815.365854564935,920.578867521358,823.659402560254,1277.82371141147,1109.98732636311,1256.00751354433,1216.84324551214
"ENSG00000004866",3364.04504971748,2896.93557316743,2123.5471781066,2381.10077155532,607.945801373807,646.903441797609,738.827949143726,718.337207889007
"ENSG00000004897",3352.93892541996,3624.54472428422,3638.91215910218,2960.74510598755,17691.0964279193,15027.2488037248,9965.31137805058,10869.4300853684
"ENSG00000004961",588.069281553452,599.831533458769,460.289433760679,476.3069924136,946.676518147571,1021.61253923229,1040.26975239437,981.46845714665
"ENSG00000004975",1298.86123659445,1290.79502819062,818.232788536154,889.656360488119,811.437015555061,940.307735071935,886.593538972471,872.663130449397
"ENSG00000005007",2074.62401877592,2160.64718764369,1659.50684092762,1607.80746846633,571.292104409482,512.573765358761,534.911435180058,451.875183324306
"ENSG00000005020",1480.44636885883,1432.55585683762,1316.03125647989,1204.44448218352,1314.4774083758,1442.276525975,987.074140056018,1317.87676315959
"ENSG00000005022",3232.99278300679,3431.19066888473,3727.3263111051,3684.97488114332,3853.69386359405,3612.76129790796,3082.39020382762,3196.43403634073
"ENSG00000005059",10.5508180826398,13.5010312997151,19.2903604370017,19.5385730707493,815.228777309991,710.5332885318,431.475522299936,445.213632710189
"ENSG00000005073",4.44244971900624,5.78615627130646,2.14337338188908,0.868381025366636,304.604860979392,247.449403966299,245.290879115717,246.477372722349
"ENSG00000005075",242.11350968584,258.448313451688,262.027395935939,356.470410913004,370.328731398182,424.198978227941,596.972982908131,451.875183324306
"ENSG00000005100",1125.60569755321,1182.30459810362,932.367421121748,899.208551767152,456.2753311766,413.594003772242,591.062359314981,567.342060635677
"ENSG00000005108",51.0881717685718,60.2724611594423,3.21506007283361,3.90771461414986,1.26392058497673,0,0,2.22051687137251
"ENSG00000005156",1264.43225127215,1271.99002030887,1483.75022361271,1311.6895388163,741.921383381341,756.488177839827,1164.39284785051,1153.55851467802
"ENSG00000005175",2808.18352862682,2673.20419734358,3107.89140373916,2683.29736838291,3544.03332027475,2729.01342659975,2804.59089494958,3042.10811378034
"ENSG00000005187",494.222531239445,449.391470404802,936.118324540054,802.818257951455,80.8909174385108,67.1648382194239,100.480601083547,149.884888817645
"ENSG00000005189",431.472928958481,420.460689048269,395.988232304007,335.195075791522,135.23950259251,187.35454871734,192.095266777369,194.295226245095
"ENSG00000005194",626.940716594756,658.17527586111,625.329184166138,721.190441566991,755.824509816085,661.043407738541,800.889496871799,880.434939499201
"ENSG00000005206",601.951936925346,527.504580067439,394.916545613062,481.083088053116,104.905408553069,169.679591291176,218.693072946543,160.987473174507
"ENSG00000005238",776.873394611217,676.980283742855,454.931000305956,648.680625948877,667.350068867714,717.603271502266,466.939263858835,419.677688689405
"ENSG00000005243",0,0.964359378551076,2.14337338188908,1.73676205073327,16.4309676046975,31.8149233670955,41.3743651520487,26.6462024564701
"ENSG00000005249",797.419724561621,737.252744902298,653.728881476168,534.488521113164,83.4187586084642,88.3747871308209,70.9274831177977,118.797652618429
"ENSG00000005302",1284.97858122256,1404.10725517037,858.956882792047,792.831876159739,3288.72136210945,2979.99782205128,2417.44504959827,2463.6634687878
"ENSG00000005339",2735.99372069297,2727.69050223172,1746.8493062396,1748.9193850884,1808.6703571017,1611.95611726617,1241.23095456146,1196.85859366978
"ENSG00000005379",119.390836198293,111.865687911925,73.4105383297008,97.6928653537466,131.44774083758,162.609608320711,230.514320132842,187.633675630977
"ENSG00000005436",765.767270313701,794.632127926087,820.912005263516,694.704820293309,886.008330068688,859.00293091158,957.521022090269,965.924839047042
"ENSG00000005448",254.885552627983,261.341391587342,181.650894115099,234.028686336308,995.969420961664,1152.40722418591,484.671134638284,445.213632710189
"ENSG00000005469",555.30621487578,618.15436165124,608.182197111025,622.629195187878,404.454587192554,438.338944168872,520.134876197183,479.631644216462
"ENSG00000005483",7030.17668032738,6639.13214163488,3591.22210135515,3156.99921772041,3306.41625029913,3153.21240482769,1388.9965443902,1790.84685676193
"ENSG00000005486",776.318088396341,694.82093224605,384.735522049089,463.715467545784,428.469078307112,558.528654666788,461.028640265685,418.567430253718
"ENSG00000005513",95.5126689586343,82.9349065553926,177.899990696793,207.977255575309,41.7093793042321,21.209948911397,53.1956123383483,43.300078991764
"ENSG00000005700",2387.81672396586,2252.74350829531,2848.00738118511,2534.37002253253,1769.48881896742,1562.46623647291,1439.23684493198,1489.96682069096
"ENSG00000005801",964.011589024355,1037.65069132096,1083.47524454493,910.931695609601,744.449224551294,671.648382194239,768.381067109475,803.827107436849
"ENSG00000005810",3417.90975256043,3907.58420188896,4110.99014646325,3588.58458732762,707.795527586969,611.553526945281,585.151735721831,665.044802976067
"ENSG00000005812",1731.44477798268,1860.7314209143,1489.10865706743,1181.86657552399,1251.28137912696,1095.84736042218,623.570789077305,682.808937947047
"ENSG00000005844",13.3273491570187,6.268335960582,9.10933687302857,2.17095256341659,1.26392058497673,0,0,1.11025843568626
"ENSG00000005882",769.654413817832,701.089268206632,726.067733114924,745.070919764574,561.180739729668,576.203612092953,520.134876197183,633.957566776852
"ENSG00000005884",373.165776396525,326.917829328815,192.367761024544,258.343355046574,8935.91853578549,9844.95128637345,5751.03675613476,5777.78489931127
"ENSG00000005889",1351.06002079277,1383.37352853152,815.017728463321,626.102719289345,4341.56720939507,3637.50623830459,3179.9154931146,3227.52127253995
"ENSG00000005893",3517.30956502319,3414.31437976009,3875.75491780092,3083.62102107692,6410.60520700198,5921.110737765,4891.04102333147,5046.12459019403
"ENSG00000005961",8.32959322313671,4.82179689275538,2.14337338188908,3.47352410146654,32.861935209395,53.0248722784926,44.3296769486236,48.8513711701952
"ENSG00000006007",5116.03615765057,4569.61691526428,1408.19631190112,1570.90127488824,5544.81960629292,5012.61792606016,3049.8817740653,3049.87992283014
"ENSG00000006015",204.907993289163,207.337266388481,270.600889463496,426.809273967702,187.060246576556,265.124361392463,366.458662775288,324.195463220387
"ENSG00000006016",16.6591864462734,14.9475703675417,5.35843345472269,10.8547628170829,32.861935209395,28.2799318818627,56.1509241349232,36.6385283776464
"ENSG00000006025",39.4267412561804,48.2179689275538,1.60753003641681,10.8547628170829,283.118211034788,357.034140008517,251.201502708867,244.256855850976
"ENSG00000006042",503.662736892333,480.250970518436,584.069246564773,715.111774389425,935.301232882781,1067.56742854032,957.521022090269,1026.98905300979
"ENSG00000006047",104.397568396647,101.739914437139,75.0180683661176,76.417530232264,2.52784116995346,0,0,5.55129217843128
"ENSG00000006062",121.612061057796,127.295437968742,162.89637702357,188.872873017243,711.587289341899,749.418194869362,827.487303040973,846.016927992927
"ENSG00000006071",154.375127735467,121.02710200816,146.821076659402,161.084680205511,6.31960292488365,7.06998297046568,20.6871825760243,15.5436180996076
"ENSG00000006118",1313.29919818122,1318.27927047932,800.54995813557,1381.59421135832,1231.05864976734,1201.89710497916,1267.82876073063,1084.72249166547
"ENSG00000006125",5902.34975791467,6039.78278786539,6472.45176995953,5842.03334815404,5217.46417478394,5182.29751735134,4985.61100082186,4922.88590383286
"ENSG00000006194",831.848709883919,811.990596740006,765.720140679872,889.656360488119,85.9465997784177,88.3747871308209,88.6593538972471,107.695068261567
"ENSG00000006282",2373.37876237909,2381.48548533188,2076.92880705051,2417.13858410803,754.560589231108,837.792982000183,995.940075445743,914.852951005475
"ENSG00000006283",17.769798876025,27.4842422887057,4.82259010925042,6.07866717756645,69.5156321737202,67.1648382194239,76.8381067109475,63.2847308341166
"ENSG00000006327",290.980456594909,284.968196361843,123.779812804094,167.163347383077,3362.0287560381,3393.59182582352,5162.92970861636,4230.08463996463
"ENSG00000006432",511.437023900594,508.699572185693,315.611730483166,347.352410146654,4564.01723235097,4401.06439911488,3658.67600415973,3416.26520660661
"ENSG00000006451",1498.21616773486,1397.35673952051,1593.06226608905,1562.21746463458,1990.67492133835,1788.70569152782,1448.1027803217,1398.92562896468
"ENSG00000006453",1334.4008343465,1285.97323129786,1417.30564877415,1321.67592060802,1025.03959441613,1003.93758180613,753.6045081266,668.375578283126
"ENSG00000006459",959.569139305349,866.959081317418,504.228588089405,362.983268603254,409.510269532461,293.404293274326,268.933373488316,262.020990821956
"ENSG00000006468",8346.25240958298,8345.08388229174,6093.61052471064,4934.57517664591,2433.04712608021,2177.55475490343,2361.29412546335,2534.72000867172
"ENSG00000006530",1363.83206373492,1252.22065304857,1718.44960892957,1684.65918921127,1085.70778249501,1067.56742854032,1332.84562025528,1421.13079767841
"ENSG00000006534",86.6277695206218,62.2011799165444,95.3801154940638,72.5098156181141,472.706298781297,675.183373679472,987.074140056018,899.309332905867
"ENSG00000006555",0,0.482179689275538,1.07168669094454,0.868381025366636,117.544614402836,102.514753071752,88.6593538972471,103.254034518822
"ENSG00000006576",1172.80672581765,1235.34436392393,998.811995960309,752.45215848019,951.732200487478,915.562794675305,753.6045081266,925.955535362337
"ENSG00000006606",19.4357175206523,27.9664219779812,1.07168669094454,1.73676205073327,250.256275825393,226.239455054902,212.782449353393,202.067035294899
"ENSG00000006607",1518.20719147038,1578.65630268811,1165.45927640218,1059.85904145998,417.093793042321,424.198978227941,310.307738640365,413.016138075287
"ENSG00000006625",1270.54061963579,1263.31078590191,2645.45859659659,2794.45013962983,592.778754354087,554.993663181556,718.140766567702,600.649813706264
"ENSG00000006634",1171.14080717302,1176.03626214304,1552.33817183316,1231.79848448257,1452.24475213826,1396.32163666697,1465.83465110115,1522.16431532586
"ENSG00000006638",3.33183728925468,0.964359378551076,1.07168669094454,0.868381025366636,22.7505705295812,35.3499148523284,56.1509241349232,34.4180115062739
"ENSG00000006652",581.960913189818,506.288673739315,514.409611653378,423.335749866235,237.617069975625,233.309438025367,206.871825760243,219.831170265879
"ENSG00000006695",360.393733454382,328.846548085917,510.1228648896,472.833468312133,832.923665499665,890.817854278675,1137.79504168134,1180.20471713449
"ENSG00000006704",732.448897421154,690.963494731846,381.520461976255,414.651939612569,262.89548167516,236.8444295106,330.994921216389,317.533912606269
"ENSG00000006712",3205.227472263,3286.05458241279,2893.55406555025,2958.57415342413,892.327932993572,636.298467341911,854.085109210147,875.993905756456
"ENSG00000006715",997.885268131778,1051.63390230995,1199.75325051241,1130.19790451468,2434.31104666518,2230.57962718192,2151.46698790653,2125.03464590349
"ENSG00000006740",571.410095107178,494.716361196702,347.762331211502,401.626224232069,285.646052204741,254.519386936764,301.44180325064,311.982620427838
"ENSG00000006744",1419.36268522249,1417.60828647008,1762.38876325829,1786.69395969185,621.848927808551,498.43379941783,877.727603582746,746.093668781164
"ENSG00000006747",25.5440858842859,33.7525782492877,39.6524075649479,34.3010505019821,15.1670470197208,17.6749574261642,17.7318707794494,19.9846518423526
"ENSG00000006756",624.719491735253,616.225642894138,671.411711876753,708.598916699175,358.953446133391,364.104122978982,375.324598165013,354.172440983916
"ENSG00000006757",598.620099636091,594.527556876738,823.591221990877,988.217606867232,575.083866164412,678.718365164705,777.2470024992,718.337207889007
"ENSG00000006788",4.99775593388202,10.1257734747863,3.21506007283361,6.07866717756645,0,0,0,0
"ENSG00000006831",1029.5377223797,1055.49133982415,929.152361048914,973.020938923316,523.263122180366,537.318705755391,514.224252604033,569.562577507049
"ENSG00000006837",26.0993920991617,36.1634766956654,30.007227346447,33.8668599892988,6.31960292488365,7.06998297046568,8.86593538972471,13.3231012282351
"ENSG00000007047",300.975968462673,297.022688593731,181.650894115099,223.173923519225,108.697170307999,109.584736042218,130.033719049296,117.687394182743
"ENSG00000007080",1331.62430327212,1197.25216847116,1347.11017051728,1823.16596275725,781.10292151562,777.698126751224,1066.86755856354,912.632434134102
"ENSG00000007168",3085.83663606471,3345.36268419368,2793.88720329241,2406.28382129095,4615.83797633502,4362.17949277732,2825.27807752561,3078.74664215799
"ENSG00000007171",0,0.482179689275538,0,0.434190512683318,22.7505705295812,17.6749574261642,32.5084297623239,16.6538765352938
"ENSG00000007174",59.4177649917085,48.7001486168294,37.5090341830588,38.6429556288153,1.26392058497673,0,0,0
"ENSG00000007202",7228.97630525291,7671.96103606309,6066.28251409155,6186.34642471191,6343.61741599821,5458.0268531995,4985.61100082186,5227.09671521089
"ENSG00000007237",12.2167367272672,8.19705471768415,2.67921672736134,3.90771461414986,1.26392058497673,7.06998297046568,11.8212471862996,2.22051687137251
"ENSG00000007255",96.06797517351,78.1131096626372,100.738548948787,154.571822515261,54.3485851539994,67.1648382194239,91.614665693822,73.2770567552929
"ENSG00000007264",4.99775593388202,2.89307813565323,2.67921672736134,5.64447666488313,8.84744409483711,21.209948911397,20.6871825760243,25.5359440207839
"ENSG00000007341",487.558856660935,479.76879082916,761.969237261566,666.482436968893,700.212004077109,646.903441797609,667.900466025928,652.831960183518
"ENSG00000007350",5.5530621487578,7.71487502840861,3.75090341830588,1.73676205073327,2.52784116995346,0,0,0
"ENSG00000007372",0,0.964359378551076,0,1.30257153804995,353.897763793485,286.33431030386,363.503350978713,334.187789141563
"ENSG00000007376",349.287609156866,392.494267070288,300.072273464471,442.440132424301,700.212004077109,692.858331105636,1096.42067652929,973.696648096846
"ENSG00000007384",904.038517817771,938.803855019473,557.277079291159,586.591382635163,515.679598670506,466.618876050735,345.771480199264,347.510890369798
"ENSG00000007392",2214.00587870974,2175.11257832195,1275.307162224,1180.99819449863,145.350867272324,109.584736042218,103.435912880122,129.900236975292
"ENSG00000007402",192.691256561896,135.492492686426,155.93041353243,207.977255575309,111.225011477952,98.9797615865195,135.944342642446,126.569461668233
"ENSG00000007516",156.041046380094,141.278648957733,117.885536003899,116.797247911813,97.3218850432083,116.654719012684,124.123095456146,84.3796411121554
"ENSG00000007520",191.580644132144,198.658031981522,210.586434770602,386.863746800836,187.060246576556,169.679591291176,304.397115047215,290.887710149799
"ENSG00000007541",422.032723305593,381.404134216951,263.634925972356,369.06193578082,206.019055351207,250.984395451531,251.201502708867,270.903058307446
"ENSG00000007545",252.66432776848,284.486016672567,206.299688006823,226.213257108009,40.4454587192554,49.4898807932597,23.6424943725992,26.6462024564701
"ENSG00000007866",679.694807007955,675.051564985753,404.025882486091,459.37356241895,364.009128473298,402.989029316544,230.514320132842,265.351766129015
"ENSG00000007923",1424.36044115638,1407.4825129953,1348.7177005537,1307.78182420215,1166.59869993352,1138.26725824497,1084.59942934299,993.681299939199
"ENSG00000007944",563.635808098917,509.663931564244,386.343052085506,418.125463714035,382.967937247949,364.104122978982,511.268940807458,469.639318295286
"ENSG00000007952",19.9910237355281,16.3941094353683,27.863853964558,18.2360015326994,11.3752852647906,0,14.7765589828745,11.1025843568626
"ENSG00000007968",134.939410214815,164.905453732234,193.439447715489,144.585440723545,74.5713145136271,95.4447701012866,106.391224676697,134.341270718037
"ENSG00000008018",3312.95687794891,3786.07492019153,4867.06510692462,4021.90671898557,3163.59322419676,2944.64790719895,2639.09343434139,2425.91468197447
"ENSG00000008056",6.10836836363359,1.44653906782661,2.14337338188908,2.60514307609991,51.820743984046,24.7449403966299,8.86593538972471,16.6538765352938
"ENSG00000008083",1082.84711900777,1113.35290253722,727.675263151341,734.216156947491,428.469078307112,445.408927139338,404.877716130762,349.731407241171
"ENSG00000008086",259.883308561865,259.894852519515,247.023782262716,201.46439788506,2817.27898391313,2651.24361392463,1451.05809211828,1637.63119263723
"ENSG00000008118",1.11061242975156,0.964359378551076,0.535843345472269,1.73676205073327,17.6948881896742,24.7449403966299,17.7318707794494,22.2051687137251
"ENSG00000008128",51.0881717685718,45.8070704811761,28.9355406555025,39.0771461414986,1.26392058497673,0,0,1.11025843568626
"ENSG00000008130",1051.19466475985,1051.63390230995,999.883682651253,890.090551000802,212.338658276091,247.449403966299,301.44180325064,325.305721656073
"ENSG00000008226",17.2144926611492,14.4653906782661,15.5394570186958,10.4205723043996,3.79176175493019,3.53499148523284,0,4.44103374274502
"ENSG00000008256",685.247869156713,712.17940105997,1116.16168861874,966.073890720383,195.907690671393,166.144599805943,218.693072946543,246.477372722349
"ENSG00000008277",391.490881487425,413.227993709136,615.684003947637,565.750238026363,495.456869310878,463.083884565502,508.313629010883,471.859835166659
"ENSG00000008282",3019.19989027962,3207.45929306088,3573.53927095456,2576.05231175013,3196.45515940615,3202.70228562095,2207.61791204145,2319.32987214859
"ENSG00000008283",2312.85038495763,2450.91936058756,2554.90107121178,2217.4109482737,1981.82747724351,1937.1753339076,2435.17692037772,2307.11702935604
"ENSG00000008294",1312.74389196635,1258.48898900915,1224.93788774961,1069.41123273901,2223.23630897407,1838.19557232108,1672.7064768614,1807.50073329722
"ENSG00000008300",449.242727834506,441.194415687117,165.575593750931,198.425064296276,109.961090892976,159.074616835478,109.346536473271,92.1514501619592
"ENSG00000008311",822.408504231031,831.277784311028,1243.69240484114,1101.10714016489,1335.9640583204,1212.50207943486,1300.33719049296,1528.82586593997
"ENSG00000008323",42.2032723305593,34.7169376278387,22.5054205098353,19.104382558066,48.0289822291158,45.9548893080269,47.2849887451985,65.5052477054891
"ENSG00000008324",205.463299504039,216.016500795441,189.688544297183,204.069540961159,107.433249723022,109.584736042218,112.301848269846,113.246360439998
"ENSG00000008382",88.8489943801249,78.5952893519127,100.738548948787,165.860775845027,36.6536969643252,49.4898807932597,100.480601083547,58.8436970913715
"ENSG00000008394",4474.10217325416,4513.68407130831,9080.93717571854,8983.40170741785,7206.87517553732,6875.55843877787,5588.49460732314,6439.49892698028
"ENSG00000008405",621.942960660874,620.083080408342,371.875281757755,358.641363476421,889.800091823618,784.76810972169,629.481412670454,486.29319483058
"ENSG00000008441",16278.8016890835,15540.1692056613,14654.7796553211,16598.6691093706,1991.93884192333,1845.26555529154,1604.73430554017,1774.19298022664
"ENSG00000008513",17812.5574545704,16903.7733669325,14754.4465175789,15195.7995628908,4753.60532009748,4500.0441607014,2860.74181908451,2683.49463905368
"ENSG00000008516",23.3228610247828,13.9832109889906,13.931926982279,12.5915248678162,10.1113646798138,24.7449403966299,14.7765589828745,23.3154271494114
"ENSG00000008517",415.92435494196,415.638892155514,188.081014260766,163.255632768928,539.694089785064,636.298467341911,543.777370569782,538.475341307834
"ENSG00000008710",1337.17736542088,1106.60238688736,784.474657771401,982.573130202349,255.3119581653,318.149233670955,319.17367403009,301.990294506662
"ENSG00000008735",234.339222677579,244.465102462698,207.371374697768,366.890983217404,29.0701734544648,10.6049744556985,11.8212471862996,9.9923259211763
"ENSG00000008838",1225.56081623085,1332.74466115759,1034.71350010695,1180.99819449863,650.919101263016,618.623509915747,803.844808668374,647.280668005087
"ENSG00000008853",221.567179735436,215.05214141689,246.487938917244,282.65802375684,364.009128473298,296.939284759558,487.626446434859,481.852161087835
"ENSG00000008869",1041.19915289209,1058.38441795981,1079.18849778115,999.940750709681,1003.55294447152,1007.47257329136,957.521022090269,874.883647320769
"ENSG00000008952",4351.93480598149,4301.52500802708,5025.13889383894,5027.05775584746,561.180739729668,371.174105949448,446.25208128281,600.649813706264
"ENSG00000008988",4832.27468184904,5035.40249510444,5585.63103320293,6868.45972013741,2799.58409572346,2534.58889491194,2556.34470403729,2328.21193963408
"ENSG00000009307",22946.9187173119,22581.439208152,22814.0662768273,20562.8284901693,14957.2362026146,12962.8137763488,10976.0280124792,11702.1239121331
"ENSG00000009335",3194.12134796549,3276.89316831656,3167.90585843205,2841.77690551232,4143.13167755372,3718.81104246495,3717.78224009123,3377.40616135759
"ENSG00000009413",1115.61018568544,1223.77205138132,805.908391590292,676.903009273293,1319.53309071571,1194.8271220087,1391.95185618678,1427.79234829252
